ID,Label
1344,7
1345,0
1346,9
1347,9
1348,9
1349,2
1350,1
1351,1
1352,1
1353,2
1354,0
1355,2
1356,9
1357,9
1358,1
1359,9
1360,0
1361,0
1362,0
1363,0
1364,6
1365,9
1366,9
1367,0
1368,2
1369,3
1370,0
1371,3
1372,2
1373,2
1374,0
1375,6
1376,2
1377,1
1378,0
1379,2
1380,2
1381,9
1382,6
1383,2
1384,8
1385,0
1386,0
1387,3
1388,3
1389,1
1390,2
1391,2
1392,8
1393,3
1394,0
1395,3
1396,9
1397,3
1398,9
1399,0
1400,0
1401,2
1402,3
1403,4
1404,6
1405,0
1406,1
1407,0
1408,0
1409,2
1410,2
1411,3
1412,9
1413,0
1414,0
1415,9
1416,0
1417,0
1418,1
1419,1
1420,0
1421,0
1422,0
1423,0
1424,6
1425,0
1426,9
1427,9
1428,0
1429,0
1430,2
1431,2
1432,9
1433,8
1434,2
1435,3
1436,0
1437,9
1438,2
1439,0
1440,1
1441,6
1442,2
1443,0
1444,2
1445,9
1446,1
1447,0
1448,3
1449,7
1450,2
1451,9
1452,9
1453,0
1454,3
1455,9
1456,2
1457,0
1458,2
1459,9
1460,3
1461,3
1462,0
1463,0
1464,2
1465,2
1466,9
1467,2
1468,2
1469,0
1470,9
1471,0
1472,1
1473,2
1474,2
1475,0
1476,2
1477,6
1478,0
1479,0
1480,2
1481,2
1482,2
1483,0
1484,0
1485,2
1486,0
1487,2
1488,2
1489,9
1490,3
1491,8
1492,3
1493,6
1494,1
1495,2
1496,9
1497,2
1498,7
1499,1
1500,1
1501,1
1502,2
1503,2
1504,1
1505,0
1506,3
1507,2
1508,0
1509,2
1510,9
1511,9
1512,2
1513,6
1514,7
1515,0
1516,0
1517,7
1518,2
1519,2
1520,0
1521,9
1522,9
1523,2
1524,0
1525,0
1526,2
1527,0
1528,2
1529,9
1530,1
1531,2
1532,0
1533,9
1534,2
1535,0
1536,2
1537,0
1538,6
1539,1
1540,8
1541,2
1542,0
1543,0
1544,0
1545,9
1546,9
1547,3
1548,0
1549,0
1550,3
1551,0
1552,9
1553,1
1554,2
1555,6
1556,9
1557,8
1558,0
1559,0
1560,3
1561,9
1562,0
1563,0
1564,0
1565,4
1566,7
1567,0
1568,2
1569,1
1570,9
1571,6
1572,2
1573,0
1574,6
1575,9
1576,7
1577,1
1578,0
1579,2
1580,2
1581,2
1582,6
1583,2
1584,2
1585,2
1586,0
1587,0
1588,2
1589,0
1590,0
1591,9
1592,0
1593,3
1594,2
1595,9
1596,0
1597,0
1598,8
1599,2
1600,8
1601,0
1602,9
1603,0
1604,7
1605,6
1606,9
1607,0
1608,7
1609,6
1610,0
1611,3
1612,9
1613,0
1614,2
1615,0
1616,3
1617,2
1618,9
1619,0
1620,0
1621,2
1622,2
1623,1
1624,0
1625,8
1626,2
1627,2
1628,3
1629,8
1630,0
1631,2
1632,1
1633,0
1634,0
1635,9
1636,0
1637,3
1638,3
1639,9
1640,9
1641,9
1642,8
1643,0
1644,7
1645,2
1646,8
1647,2
1648,8
1649,0
1650,2
1651,6
1652,0
1653,9
1654,6
1655,2
1656,8
1657,9
1658,2
1659,2
1660,9
1661,7
1662,9
1663,2
1664,3
1665,2
1666,0
1667,1
1668,3
1669,2
1670,9
1671,2
1672,9
1673,0
1674,8
1675,0
1676,1
1677,9
1678,2
1679,0
1680,8
1681,2
1682,7
1683,9
1684,9
1685,0
1686,9
1687,9
1688,9
1689,3
1690,9
1691,0
1692,8
1693,0
1694,9
1695,7
1696,3
1697,0
1698,0
1699,9
1700,0
1701,0
1702,0
1703,4
1704,0
1705,6
1706,2
1707,1
1708,1
1709,2
1710,8
1711,9
1712,2
1713,9
1714,3
1715,0
1716,9
1717,9
1718,3
1719,2
1720,3
1721,6
1722,8
1723,0
1724,9
1725,0
1726,3
1727,2
1728,2
1729,8
1730,0
1731,0
1732,2
1733,6
1734,2
1735,2
1736,3
1737,6
1738,0
1739,3
1740,9
1741,2
1742,6
1743,2
1744,6
1745,0
1746,0
1747,0
1748,9
1749,2
1750,0
1751,2
1752,6
1753,9
1754,6
1755,3
1756,2
1757,2
1758,0
1759,9
1760,1
1761,2
1762,2
1763,0
1764,9
1765,3
1766,2
1767,6
1768,3
1769,2
1770,2
1771,7
1772,9
1773,0
1774,2
1775,2
1776,2
1777,2
1778,0
1779,2
1780,0
1781,6
1782,3
1783,3
1784,2
1785,2
1786,9
1787,0
1788,3
1789,6
1790,2
1791,9
1792,9
1793,0
1794,0
1795,1
1796,2
1797,2
1798,3
1799,0
1800,0
1801,3
1802,9
1803,2
1804,1
1805,0
1806,8
1807,3
1808,3
1809,8
1810,6
1811,0
1812,9
1813,3
1814,9
1815,7
1816,7
1817,2
1818,0
1819,2
1820,3
1821,9
1822,2
1823,9
1824,2
1825,9
1826,0
1827,0
1828,2
1829,0
1830,6
1831,8
1832,9
1833,2
1834,2
1835,1
1836,2
1837,1
1838,9
1839,9
1840,0
1841,2
1842,9
1843,9
1844,0
1845,8
1846,9
1847,2
1848,9
1849,9
1850,0
1851,0
1852,3
1853,6
1854,7
1855,2
1856,1
1857,0
1858,3
1859,0
1860,8
1861,3
1862,2
1863,0
1864,1
1865,1
1866,0
1867,3
1868,2
1869,2
1870,9
1871,9
1872,0
1873,3
1874,3
1875,9
1876,7
1877,2
1878,0
1879,1
1880,0
1881,1
1882,1
1883,2
1884,8
1885,0
1886,0
1887,2
1888,7
1889,3
1890,6
1891,3
1892,9
1893,2
1894,2
1895,2
1896,6
1897,7
1898,9
1899,2
1900,6
1901,2
1902,0
1903,6
1904,9
1905,1
1906,0
1907,9
1908,2
1909,0
1910,7
1911,6
1912,6
1913,9
1914,9
1915,0
1916,2
1917,6
1918,6
1919,0
1920,2
1921,3
1922,9
1923,1
1924,0
1925,2
1926,0
1927,6
1928,7
1929,3
1930,7
1931,2
1932,9
1933,3
1934,0
1935,1
1936,0
1937,0
1938,9
1939,6
1940,9
1941,2
1942,9
1943,0
1944,3
1945,9
1946,9
1947,2
1948,2
1949,9
1950,2
1951,1
1952,0
1953,9
1954,3
1955,0
1956,3
1957,2
1958,9
1959,2
1960,9
1961,0
1962,2
1963,2
1964,0
1965,2
1966,2
1967,7
1968,9
1969,0
1970,6
1971,1
1972,3
1973,7
1974,3
1975,8
1976,7
1977,0
1978,5
1979,2
1980,0
1981,3
1982,2
1983,9
1984,3
1985,9
1986,7
1987,9
1988,0
1989,6
1990,9
1991,0
1992,7
1993,0
1994,0
1995,8
1996,3
1997,7
1998,0
1999,1
2000,3
2001,1
2002,2
2003,1
2004,8
2005,8
2006,2
2007,1
2008,9
2009,1
2010,9
2011,3
2012,1
2013,9
2014,9
2015,9
2016,1
2017,9
2018,0
2019,1
2020,9
2021,1
2022,9
2023,9
2024,0
2025,2
2026,9
2027,9
2028,9
2029,9
2030,9
2031,9
2032,0
2033,1
2034,1
2035,9
2036,1
2037,0
2038,9
2039,9
2040,1
2041,9
2042,1
2043,9
2044,9
2045,1
2046,9
2047,9
2048,9
2049,1
2050,9
2051,9
2052,1
2053,9
2054,9
2055,1
2056,1
2057,1
2058,0
2059,1
2060,8
2061,9
2062,9
2063,1
2064,9
2065,1
2066,1
2067,9
2068,0
2069,0
2070,1
2071,9
2072,3
2073,9
2074,9
2075,9
2076,9
2077,9
2078,9
2079,0
2080,9
2081,0
2082,1
2083,9
2084,1
2085,9
2086,9
2087,0
2088,9
2089,1
2090,9
2091,1
2092,9
2093,9
2094,0
2095,1
2096,9
2097,9
2098,9
2099,8
2100,9
2101,9
2102,1
2103,9
2104,0
2105,9
2106,9
2107,1
2108,9
2109,1
2110,0
2111,1
2112,9
2113,0
2114,3
2115,1
2116,1
2117,1
2118,7
2119,1
2120,1
2121,0
2122,2
2123,1
2124,9
2125,9
2126,8
2127,0
2128,8
2129,3
2130,9
2131,9
2132,1
2133,9
2134,9
2135,9
2136,1
2137,1
2138,9
2139,0
2140,1
2141,9
2142,0
2143,3
2144,0
2145,7
2146,9
2147,2
2148,9
2149,1
2150,9
2151,8
2152,9
2153,0
2154,1
2155,1
2156,9
2157,9
2158,1
2159,9
2160,3
2161,8
2162,1
2163,9
2164,1
2165,0
2166,9
2167,9
2168,1
2169,1
2170,9
2171,9
2172,9
2173,3
2174,9
2175,1
2176,1
2177,9
2178,8
2179,0
2180,3
2181,9
2182,9
2183,9
2184,9
2185,9
2186,9
2187,9
2188,3
2189,3
2190,3
2191,9
2192,1
2193,1
2194,9
2195,1
2196,1
2197,0
2198,1
2199,8
2200,3
2201,9
2202,7
2203,9
2204,1
2205,9
2206,2
2207,9
2208,1
2209,9
2210,1
2211,0
2212,1
2213,1
2214,8
2215,0
2216,9
2217,9
2218,3
2219,9
2220,9
2221,9
2222,1
2223,9
2224,9
2225,9
2226,1
2227,1
2228,9
2229,9
2230,9
2231,2
2232,9
2233,9
2234,3
2235,1
2236,9
2237,9
2238,9
2239,9
2240,9
2241,9
2242,3
2243,1
2244,0
2245,9
2246,0
2247,1
2248,2
2249,9
2250,9
2251,8
2252,1
2253,9
2254,9
2255,9
2256,9
2257,0
2258,8
2259,3
2260,8
2261,2
2262,3
2263,1
2264,1
2265,9
2266,9
2267,0
2268,0
2269,3
2270,1
2271,9
2272,0
2273,9
2274,1
2275,2
2276,9
2277,1
2278,1
2279,1
2280,9
2281,9
2282,1
2283,0
2284,9
2285,9
2286,8
2287,0
2288,1
2289,2
2290,8
2291,9
2292,1
2293,1
2294,9
2295,0
2296,3
2297,0
2298,9
2299,2
2300,1
2301,1
2302,1
2303,0
2304,9
2305,2
2306,9
2307,1
2308,9
2309,0
2310,9
2311,9
2312,1
2313,8
2314,1
2315,9
2316,1
2317,9
2318,1
2319,9
2320,8
2321,9
2322,9
2323,1
2324,9
2325,0
2326,9
2327,9
2328,9
2329,9
2330,2
2331,7
2332,1
2333,8
2334,8
2335,1
2336,9
2337,1
2338,1
2339,9
2340,1
2341,1
2342,9
2343,9
2344,3
2345,9
2346,2
2347,2
2348,9
2349,1
2350,9
2351,0
2352,1
2353,9
2354,1
2355,1
2356,1
2357,8
2358,1
2359,9
2360,2
2361,1
2362,8
2363,3
2364,9
2365,3
2366,0
2367,1
2368,1
2369,8
2370,9
2371,0
2372,1
2373,1
2374,8
2375,3
2376,9
2377,9
2378,8
2379,0
2380,1
2381,2
2382,9
2383,1
2384,9
2385,9
2386,1
2387,1
2388,9
2389,9
2390,1
2391,1
2392,2
2393,9
2394,1
2395,0
2396,1
2397,9
2398,7
2399,9
2400,9
2401,9
2402,1
2403,1
2404,9
2405,9
2406,9
2407,9
2408,9
2409,0
2410,9
2411,1
2412,1
2413,0
2414,9
2415,9
2416,1
2417,9
2418,9
2419,8
2420,1
2421,9
2422,9
2423,9
2424,9
2425,1
2426,3
2427,8
2428,9
2429,9
2430,9
2431,9
2432,1
2433,1
2434,9
2435,8
2436,9
2437,1
2438,5
2439,9
2440,1
2441,9
2442,9
2443,1
2444,9
2445,9
2446,9
2447,1
2448,0
2449,8
2450,0
2451,8
2452,8
2453,9
2454,8
2455,8
2456,8
2457,0
2458,9
2459,1
2460,9
2461,1
2462,9
2463,1
2464,1
2465,9
2466,1
2467,9
2468,9
2469,8
2470,2
2471,9
2472,9
2473,9
2474,9
2475,9
2476,3
2477,1
2478,1
2479,1
2480,3
2481,9
2482,9
2483,9
2484,9
2485,8
2486,9
2487,9
2488,1
2489,9
2490,2
2491,1
2492,9
2493,8
2494,9
2495,0
2496,9
2497,8
2498,9
2499,9
2500,2
2501,0
2502,9
2503,0
2504,1
2505,1
2506,2
2507,6
2508,8
2509,1
2510,7
2511,9
2512,9
2513,1
2514,1
2515,9
2516,1
2517,1
2518,9
2519,0
2520,9
2521,9
2522,1
2523,9
2524,9
2525,1
2526,9
2527,9
2528,9
2529,2
2530,9
2531,1
2532,0
2533,0
2534,3
2535,0
2536,3
2537,1
2538,1
2539,9
2540,1
2541,1
2542,9
2543,8
2544,9
2545,9
2546,9
2547,9
2548,0
2549,9
2550,1
2551,9
2552,9
2553,9
2554,1
2555,9
2556,9
2557,8
2558,1
2559,9
2560,9
2561,9
2562,1
2563,0
2564,1
2565,9
2566,0
2567,9
2568,8
2569,9
2570,9
2571,1
2572,7
2573,9
2574,9
2575,9
2576,1
2577,1
2578,9
2579,1
2580,1
2581,3
2582,0
2583,1
2584,9
2585,1
2586,9
2587,1
2588,9
2589,1
2590,9
2591,0
2592,1
2593,9
2594,9
2595,9
2596,9
2597,1
2598,9
2599,1
2600,9
2601,0
2602,9
2603,9
2604,1
2605,9
2606,9
2607,9
2608,0
2609,8
2610,1
2611,8
2612,9
2613,1
2614,1
2615,1
2616,8
2617,9
2618,7
2619,1
2620,9
2621,1
2622,9
2623,0
2624,9
2625,1
2626,9
2627,9
2628,1
2629,9
2630,1
2631,0
2632,1
2633,1
2634,2
2635,1
2636,2
2637,1
2638,8
2639,7
2640,0
2641,1
2642,0
2643,3
2644,1
2645,9
2646,1
2647,9
2648,8
2649,3
2650,2
2651,6
2652,2
2653,9
2654,9
2655,8
2656,9
2657,9
2658,0
2659,1
2660,9
2661,3
2662,8
2663,9
2664,8
2665,9
2666,1
2667,9
2668,9
2669,8
2670,8
2671,1
2672,9
2673,9
2674,2
2675,9
2676,8
2677,9
2678,1
2679,1
2680,9
2681,1
2682,8
2683,1
2684,1
2685,1
2686,3
2687,0
2688,1
2689,3
2690,9
2691,9
2692,3
2693,9
2694,1
2695,2
2696,1
2697,1
2698,8
2699,0
2700,9
2701,9
2702,9
2703,0
2704,7
2705,9
2706,9
2707,6
2708,9
2709,9
2710,0
2711,1
2712,1
2713,6
2714,2
2715,1
2716,9
2717,9
2718,1
2719,0
2720,9
2721,1
2722,9
2723,1
2724,1
2725,1
2726,1
2727,9
2728,9
2729,9
2730,1
2731,1
2732,1
2733,9
2734,1
2735,8
2736,9
2737,9
2738,8
2739,9
2740,9
2741,1
2742,1
2743,9
2744,1
2745,9
2746,9
2747,1
2748,1
2749,9
2750,9
2751,9
2752,9
2753,9
2754,9
2755,1
2756,2
2757,9
2758,9
2759,8
2760,1
2761,2
2762,9
2763,9
2764,1
2765,1
2766,1
2767,0
2768,1
2769,1
2770,1
2771,1
2772,9
2773,8
2774,9
2775,9
2776,9
2777,9
2778,0
2779,1
2780,9
2781,9
2782,8
2783,1
2784,9
2785,1
2786,9
2787,9
2788,0
2789,9
2790,9
2791,9
2792,9
2793,9
2794,9
2795,9
2796,9
2797,0
2798,8
2799,8
2800,9
2801,9
2802,9
2803,9
2804,3
2805,1
2806,8
2807,9
2808,1
2809,1
2810,1
2811,9
2812,9
2813,9
2814,9
2815,9
2816,2
2817,9
2818,1
2819,9
2820,2
2821,0
2822,9
2823,1
2824,1
2825,3
2826,9
2827,2
2828,1
2829,9
2830,1
2831,3
2832,9
2833,9
2834,9
2835,1
2836,9
2837,1
2838,1
2839,1
2840,9
2841,9
2842,9
2843,1
2844,9
2845,2
2846,9
2847,8
2848,2
2849,1
2850,9
2851,9
2852,8
2853,9
2854,8
2855,1
2856,1
2857,1
2858,1
2859,9
2860,9
2861,9
2862,9
2863,3
2864,1
2865,9
2866,9
2867,3
2868,9
2869,9
2870,9
2871,2
2872,1
2873,1
2874,8
2875,1
2876,2
2877,9
2878,9
2879,9
2880,9
2881,9
2882,9
2883,1
2884,9
2885,9
2886,9
2887,9
2888,7
2889,9
2890,1
2891,1
2892,8
2893,9
2894,0
2895,9
2896,1
2897,1
2898,0
2899,0
2900,9
2901,9
2902,9
2903,1
2904,9
2905,9
2906,1
2907,9
2908,3
2909,1
2910,9
2911,1
2912,0
2913,1
2914,1
2915,9
2916,0
2917,0
2918,9
2919,8
2920,1
2921,9
2922,9
2923,9
2924,3
2925,9
2926,3
2927,9
2928,9
2929,9
2930,9
2931,9
2932,3
2933,9
2934,0
2935,9
2936,8
2937,0
2938,9
2939,1
2940,9
2941,0
2942,9
2943,9
2944,2
2945,1
2946,1
2947,9
2948,3
2949,9
2950,1
2951,9
2952,3
2953,1
2954,1
2955,9
2956,0
2957,3
2958,9
2959,3
2960,1
2961,9
2962,0
2963,0
2964,1
2965,1
2966,0
2967,9
2968,9
2969,1
2970,2
2971,9
2972,9
2973,8
2974,1
2975,9
2976,1
2977,9
2978,9
2979,2
2980,9
2981,8
2982,8
2983,9
2984,9
2985,9
2986,9
2987,1
2988,9
2989,0
2990,9
2991,9
2992,8
2993,0
2994,1
2995,9
2996,1
